properties{
  x = 0,
  y = 0,
  width = 320,
  height = 240,
  min_layer = 0,
  max_layer = 2,
  tileset = "oh_outdoors",
  music = "same",
}

tile{
  layer = 0,
  x = 0,
  y = 208,
  width = 320,
  height = 32,
  pattern = "206",
}

tile{
  layer = 0,
  x = 136,
  y = 232,
  width = 16,
  height = 8,
  pattern = "277",
}

tile{
  layer = 0,
  x = 104,
  y = 232,
  width = 16,
  height = 8,
  pattern = "277",
}

tile{
  layer = 0,
  x = 136,
  y = 224,
  width = 16,
  height = 8,
  pattern = "314",
}

tile{
  layer = 0,
  x = 104,
  y = 224,
  width = 16,
  height = 8,
  pattern = "314",
}

tile{
  layer = 0,
  x = 0,
  y = 32,
  width = 320,
  height = 176,
  pattern = "53",
}

tile{
  layer = 0,
  x = 248,
  y = 32,
  width = 16,
  height = 16,
  pattern = "1886",
}

tile{
  layer = 0,
  x = 168,
  y = 192,
  width = 48,
  height = 16,
  pattern = "206",
}

tile{
  layer = 0,
  x = 152,
  y = 176,
  width = 32,
  height = 16,
  pattern = "38",
}

tile{
  layer = 0,
  x = 168,
  y = 176,
  width = 16,
  height = 16,
  pattern = "45",
}

tile{
  layer = 0,
  x = 0,
  y = 0,
  width = 320,
  height = 32,
  pattern = "57",
}

tile{
  layer = 0,
  x = 288,
  y = 0,
  width = 16,
  height = 16,
  pattern = "417",
}

tile{
  layer = 0,
  x = 184,
  y = 8,
  width = 16,
  height = 16,
  pattern = "414",
}

tile{
  layer = 0,
  x = 0,
  y = -8,
  width = 8,
  height = 32,
  pattern = "405",
}

tile{
  layer = 0,
  x = 304,
  y = 144,
  width = 16,
  height = 16,
  pattern = "479",
}

tile{
  layer = 0,
  x = 296,
  y = 32,
  width = 32,
  height = 32,
  pattern = "57",
}

tile{
  layer = 0,
  x = 48,
  y = 144,
  width = 32,
  height = 8,
  pattern = "492",
}

tile{
  layer = 0,
  x = 160,
  y = 144,
  width = 32,
  height = 16,
  pattern = "1746",
}

tile{
  layer = 0,
  x = 40,
  y = 152,
  width = 112,
  height = 16,
  pattern = "310",
}

tile{
  layer = 0,
  x = -8,
  y = 168,
  width = 160,
  height = 16,
  pattern = "310",
}

tile{
  layer = 0,
  x = 128,
  y = 64,
  width = 32,
  height = 32,
  pattern = "197",
}

tile{
  layer = 0,
  x = 48,
  y = 40,
  width = 16,
  height = 16,
  pattern = "489",
}

tile{
  layer = 0,
  x = 32,
  y = 56,
  width = 16,
  height = 16,
  pattern = "486",
}

tile{
  layer = 0,
  x = 32,
  y = 40,
  width = 16,
  height = 16,
  pattern = "488",
}

tile{
  layer = 0,
  x = 16,
  y = 56,
  width = 16,
  height = 16,
  pattern = "485",
}

tile{
  layer = 0,
  x = 48,
  y = 56,
  width = 16,
  height = 16,
  pattern = "490",
}

tile{
  layer = 0,
  x = 0,
  y = 56,
  width = 16,
  height = 16,
  pattern = "484",
}

tile{
  layer = 0,
  x = 0,
  y = 40,
  width = 16,
  height = 16,
  pattern = "483",
}

tile{
  layer = 0,
  x = 16,
  y = 40,
  width = 16,
  height = 16,
  pattern = "487",
}

tile{
  layer = 0,
  x = 16,
  y = 40,
  width = 8,
  height = 32,
  pattern = "211",
}

tile{
  layer = 0,
  x = 40,
  y = 40,
  width = 8,
  height = 32,
  pattern = "276",
}

tile{
  layer = 0,
  x = 24,
  y = 40,
  width = 16,
  height = 32,
  pattern = "514",
}

tile{
  layer = 0,
  x = 0,
  y = 200,
  width = 32,
  height = 16,
  pattern = "254",
}

tile{
  layer = 0,
  x = 80,
  y = 208,
  width = 16,
  height = 16,
  pattern = "262",
}

tile{
  layer = 0,
  x = 48,
  y = 208,
  width = 32,
  height = 16,
  pattern = "256",
}

tile{
  layer = 0,
  x = 32,
  y = 208,
  width = 16,
  height = 16,
  pattern = "255",
}

tile{
  layer = 0,
  x = 96,
  y = 184,
  width = 48,
  height = 8,
  pattern = "294",
}

tile{
  layer = 0,
  x = 80,
  y = 24,
  width = 16,
  height = 16,
  pattern = "488",
}

tile{
  layer = 0,
  x = 80,
  y = 40,
  width = 16,
  height = 16,
  pattern = "486",
}

tile{
  layer = 0,
  x = 64,
  y = 24,
  width = 16,
  height = 16,
  pattern = "487",
}

tile{
  layer = 0,
  x = 64,
  y = 40,
  width = 16,
  height = 16,
  pattern = "485",
}

tile{
  layer = 0,
  x = 112,
  y = 24,
  width = 16,
  height = 16,
  pattern = "488",
}

tile{
  layer = 0,
  x = 112,
  y = 40,
  width = 16,
  height = 16,
  pattern = "486",
}

tile{
  layer = 0,
  x = 96,
  y = 24,
  width = 16,
  height = 16,
  pattern = "487",
}

tile{
  layer = 0,
  x = 96,
  y = 40,
  width = 16,
  height = 16,
  pattern = "485",
}

tile{
  layer = 0,
  x = 8,
  y = 24,
  width = 8,
  height = 8,
  pattern = "404",
}

tile{
  layer = 0,
  x = 0,
  y = 24,
  width = 8,
  height = 8,
  pattern = "403",
}

tile{
  layer = 0,
  x = 32,
  y = 32,
  width = 16,
  height = 8,
  pattern = "398",
}

tile{
  layer = 0,
  x = 48,
  y = 32,
  width = 8,
  height = 8,
  pattern = "396",
}

tile{
  layer = 0,
  x = 48,
  y = 24,
  width = 8,
  height = 8,
  pattern = "397",
}

tile{
  layer = 0,
  x = 56,
  y = 24,
  width = 8,
  height = 16,
  pattern = "395",
}

tile{
  layer = 0,
  x = 0,
  y = 32,
  width = 16,
  height = 8,
  pattern = "402",
}

tile{
  layer = 0,
  x = 16,
  y = 32,
  width = 16,
  height = 8,
  pattern = "401",
}

tile{
  layer = 0,
  x = 32,
  y = 24,
  width = 16,
  height = 8,
  pattern = "399",
}

tile{
  layer = 0,
  x = 16,
  y = 24,
  width = 16,
  height = 8,
  pattern = "400",
}

tile{
  layer = 0,
  x = 48,
  y = 8,
  width = 16,
  height = 16,
  pattern = "376",
}

tile{
  layer = 0,
  x = 80,
  y = 16,
  width = 16,
  height = 8,
  pattern = "398",
}

tile{
  layer = 0,
  x = 64,
  y = 8,
  width = 16,
  height = 8,
  pattern = "400",
}

tile{
  layer = 0,
  x = 64,
  y = 16,
  width = 16,
  height = 8,
  pattern = "401",
}

tile{
